-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2014 through 12/31/2018 in LST
Location: Latitude  31.93   Longitude -4.42 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1307.6 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS                    MERRA-2 Surface Pressure (kPa) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,PS,WS10M,WD10M,RH2M,ALLSKY_SFC_SW_DWN,T2M
2014,1,1,0,87.62,2.01,332.8,31.92,0.0,2.84
2014,1,1,1,87.58,2.39,340.2,33.24,0.0,1.93
2014,1,1,2,87.56,2.64,344.0,34.01,0.0,1.18
2014,1,1,3,87.53,2.86,344.2,34.48,0.0,0.55
2014,1,1,4,87.51,2.96,343.9,33.78,0.0,0.29
2014,1,1,5,87.51,2.8,345.7,31.9,0.0,0.61
2014,1,1,6,87.54,2.49,348.0,29.82,0.0,1.36
2014,1,1,7,87.56,2.09,347.8,28.66,22.15,2.68
2014,1,1,8,87.59,1.46,344.5,32.15,190.82,5.11
2014,1,1,9,87.66,0.93,325.5,20.76,375.65,8.35
2014,1,1,10,87.68,1.21,204.4,14.95,530.58,11.28
2014,1,1,11,87.61,2.46,188.2,13.17,628.25,13.41
2014,1,1,12,87.52,3.03,185.3,12.52,654.1,14.28
2014,1,1,13,87.44,3.28,186.1,12.18,610.4,14.69
2014,1,1,14,87.39,3.27,187.7,12.22,503.8,14.63
2014,1,1,15,87.37,3.17,184.3,13.06,343.88,13.91
2014,1,1,16,87.38,2.37,171.8,26.0,148.48,10.54
2014,1,1,17,87.47,2.33,175.8,29.15,7.07,7.0
2014,1,1,18,87.53,2.02,202.4,30.44,0.0,6.38
2014,1,1,19,87.59,1.98,239.0,30.89,0.0,5.83
2014,1,1,20,87.62,2.1,265.1,31.01,0.0,5.05
2014,1,1,21,87.62,2.19,279.5,31.68,0.0,4.67
2014,1,1,22,87.59,2.16,280.4,31.44,0.0,4.55
2014,1,1,23,87.55,2.17,288.0,31.56,0.0,4.34
2014,1,2,0,87.52,2.1,296.3,31.47,0.0,4.45
2014,1,2,1,87.49,2.15,304.0,31.58,0.0,4.24
