-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2019 through 12/31/2023 in LST
Location: Latitude  31.93   Longitude -4.42 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1307.6 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS                    MERRA-2 Surface Pressure (kPa) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,PS,WS10M,WD10M,RH2M,ALLSKY_SFC_SW_DWN,T2M
2019,1,4,11,87.92,1.7,172.6,24.1,629.03,12.34
2019,1,4,12,87.86,1.73,187.0,22.27,649.8,13.41
2019,1,4,13,87.83,1.62,199.1,21.02,612.38,14.04
2019,1,4,14,87.83,1.41,204.7,20.33,503.8,14.23
2019,1,4,15,87.83,1.2,199.9,21.0,342.23,13.86
2019,1,4,16,87.85,1.31,179.1,37.61,148.15,11.53
2019,1,4,17,87.89,1.91,174.3,36.89,7.72,8.43
2019,1,4,18,87.94,1.76,188.2,36.89,0.0,7.39
2019,1,4,19,88.0,1.53,221.8,36.92,0.0,6.78
2019,1,4,20,88.04,1.74,259.7,39.41,0.0,5.73
2019,1,4,21,88.06,2.12,281.4,42.05,0.0,4.69
2019,1,4,22,88.06,2.26,294.1,42.86,0.0,4.19
2019,1,4,23,88.06,2.17,304.9,41.95,0.0,4.15
2019,1,5,0,88.06,2.0,318.2,41.06,0.0,4.22
2019,1,5,1,88.07,1.89,333.6,41.53,0.0,3.94
2019,1,5,2,88.06,1.98,345.0,43.2,0.0,3.32
2019,1,5,3,88.03,2.18,351.6,46.37,0.0,2.26
2019,1,5,4,88.02,2.46,355.1,50.21,0.0,1.15
2019,1,5,5,88.04,2.69,355.9,53.06,0.0,0.33
2019,1,5,6,88.08,2.81,354.9,54.22,0.0,-0.07
2019,1,5,7,88.13,2.79,352.2,54.14,22.8,0.24
2019,1,5,8,88.2,2.38,351.1,50.97,196.4,4.29
2019,1,5,9,88.28,2.43,347.4,33.12,388.12,8.07
2019,1,5,10,88.3,1.57,7.3,23.35,542.65,11.33
2019,1,5,11,88.23,1.64,26.4,17.64,629.58,13.52
2019,1,5,12,88.14,1.69,40.9,15.47,652.45,14.71
2019,1,5,13,88.08,1.72,49.0,14.63,617.95,15.31
2019,1,5,14,88.06,1.76,53.3,14.72,507.23,15.38
2019,1,5,15,88.05,1.73,61.7,16.42,345.23,14.76
2019,1,5,16,88.06,1.34,89.6,35.74,153.0,11.79
2019,1,5,17,88.11,1.56,115.9,30.59,8.43,8.98
2019,1,5,18,88.18,1.37,141.2,29.92,0.0,7.95
2019,1,5,19,88.24,1.07,173.5,29.09,0.0,7.37
2019,1,5,20,88.29,1.0,223.4,29.66,0.0,6.6
2019,1,5,21,88.31,1.25,253.3,31.44,0.0,5.69
2019,1,5,22,88.28,1.38,269.6,32.54,0.0,5.12
2019,1,5,23,88.22,1.38,285.9,31.93,0.0,4.88
2019,1,6,0,88.18,1.35,297.3,31.67,0.0,4.69
2019,1,6,1,88.19,1.28,305.4,31.39,0.0,4.52
2019,1,6,2,88.19,1.34,317.7,31.84,0.0,4.16
2019,1,6,3,88.15,1.5,325.0,33.32,0.0,3.51
2019,1,6,4,88.13,1.65,329.1,34.56,0.0,2.99
2019,1,6,5,88.13,1.83,330.9,35.86,0.0,2.47
2019,1,6,6,88.13,2.04,331.3,37.26,0.0,2.01
2019,1,6,7,88.15,2.2,331.2,39.18,24.85,1.97
2019,1,6,8,88.19,1.95,330.8,47.27,203.25,4.58
2019,1,6,9,88.26,2.1,321.8,28.98,391.33,8.43
2019,1,6,10,88.27,1.51,288.1,22.45,537.58,11.43
2019,1,6,11,88.2,1.41,253.5,16.76,634.3,13.82
2019,1,6,12,88.12,1.69,229.8,15.14,665.42,14.79
2019,1,6,13,88.07,1.96,221.3,14.64,607.0,15.21
2019,1,6,14,88.03,1.99,218.9,14.72,492.77,15.12
2019,1,6,15,88.0,1.82,217.2,16.35,334.7,14.41
2019,1,6,16,87.98,1.45,206.2,31.52,148.98,11.5
2019,1,6,17,87.99,1.72,211.9,31.05,8.93,8.07
2019,1,6,18,88.01,1.61,243.1,34.41,0.0,6.45
2019,1,6,19,88.03,1.96,277.9,38.49,0.0,5.02
2019,1,6,20,88.05,2.49,300.7,41.76,0.0,3.8
2019,1,6,21,88.06,2.82,317.4,43.98,0.0,2.95
2019,1,6,22,88.04,3.01,329.9,45.66,0.0,2.3
2019,1,6,23,88.0,3.18,338.2,47.67,0.0,1.57
2019,1,7,0,87.97,3.33,343.1,49.83,0.0,0.83
2019,1,7,1,87.96,3.45,345.9,51.51,0.0,0.25
2019,1,7,2,87.95,3.54,346.9,51.89,0.0,-0.14
2019,1,7,3,87.91,3.57,346.4,51.47,0.0,-0.38
2019,1,7,4,87.89,3.54,345.1,49.81,0.0,-0.44
2019,1,7,5,87.9,3.5,345.6,47.34,0.0,-0.36
2019,1,7,6,87.92,3.49,347.9,44.61,0.0,-0.26
2019,1,7,7,87.94,3.42,350.4,42.15,24.42,0.34
2019,1,7,8,87.98,2.96,354.0,40.56,204.2,4.62
2019,1,7,9,88.02,3.56,359.4,22.49,397.73,8.7
2019,1,7,10,88.01,2.24,30.6,16.32,551.45,11.72
2019,1,7,11,87.93,1.42,76.2,11.97,637.97,13.94
2019,1,7,12,87.85,1.06,130.8,11.24,665.03,14.9
2019,1,7,13,87.79,1.53,169.4,11.36,629.1,15.4
2019,1,7,14,87.76,1.99,183.2,12.0,521.9,15.3
2019,1,7,15,87.74,2.22,189.6,14.01,360.7,14.58
2019,1,7,16,87.75,2.01,184.9,35.83,162.9,11.17
2019,1,7,17,87.76,2.39,183.4,31.58,10.2,7.97
2019,1,7,18,87.79,2.03,191.1,29.15,0.0,7.4
2019,1,7,19,87.82,1.43,217.3,26.8,0.0,7.42
2019,1,7,20,87.85,1.21,270.5,26.8,0.0,6.97
2019,1,7,21,87.85,1.62,308.2,28.82,0.0,6.07
2019,1,7,22,87.84,1.94,324.4,31.23,0.0,5.06
2019,1,7,23,87.8,2.09,336.6,32.95,0.0,4.36
2019,1,8,0,87.77,2.27,349.6,35.35,0.0,3.5
2019,1,8,1,87.78,2.28,356.7,37.05,0.0,2.91
2019,1,8,2,87.81,1.98,354.8,36.58,0.0,2.88
2019,1,8,3,87.81,1.73,349.0,36.92,0.0,2.75
2019,1,8,4,87.79,1.81,354.3,38.44,0.0,2.18
2019,1,8,5,87.76,2.18,4.0,40.81,0.0,1.34
2019,1,8,6,87.73,2.46,8.9,42.66,0.0,0.79
2019,1,8,7,87.74,2.27,8.9,42.42,22.15,1.22
2019,1,8,8,87.8,1.63,4.9,46.65,190.02,4.45
2019,1,8,9,87.86,0.92,4.4,27.99,373.23,7.8
2019,1,8,10,87.88,2.33,200.6,19.91,517.42,10.82
2019,1,8,11,87.82,3.34,205.3,17.6,612.22,12.34
2019,1,8,12,87.73,3.5,208.1,16.53,649.12,13.28
2019,1,8,13,87.67,3.19,209.9,15.92,619.6,13.84
2019,1,8,14,87.62,2.62,210.0,15.78,520.05,13.97
2019,1,8,15,87.6,2.12,201.6,16.92,356.75,13.49
2019,1,8,16,87.6,1.69,180.3,32.33,160.18,10.65
2019,1,8,17,87.63,2.31,175.3,33.16,10.18,7.05
2019,1,8,18,87.67,2.34,187.4,34.22,0.0,5.59
2019,1,8,19,87.71,2.18,208.8,35.25,0.0,4.71
2019,1,8,20,87.74,2.13,234.0,35.73,0.0,3.91
2019,1,8,21,87.75,2.08,256.1,36.03,0.0,3.37
2019,1,8,22,87.74,1.98,272.9,35.88,0.0,3.07
2019,1,8,23,87.71,1.86,282.4,35.1,0.0,2.93
2019,1,9,0,87.68,1.75,284.9,34.66,0.0,2.8
2019,1,9,1,87.66,1.7,282.9,34.63,0.0,2.58
2019,1,9,2,87.63,1.77,284.7,35.15,0.0,2.21
2019,1,9,3,87.57,1.95,293.9,36.3,0.0,1.75
2019,1,9,4,87.51,2.19,306.5,37.33,0.0,1.35
2019,1,9,5,87.49,2.4,315.0,38.48,0.0,1.08
2019,1,9,6,87.49,2.49,318.9,38.99,0.0,1.05
2019,1,9,7,87.51,2.43,320.0,39.44,24.12,1.56
2019,1,9,8,87.55,1.99,319.5,45.54,205.65,4.6
2019,1,9,9,87.59,2.14,301.2,26.53,400.33,8.26
2019,1,9,10,87.57,2.12,254.6,18.98,554.45,11.15
2019,1,9,11,87.48,2.26,241.4,15.38,650.95,13.0
2019,1,9,12,87.37,2.12,243.3,14.09,669.9,14.04
2019,1,9,13,87.26,1.79,250.8,13.45,636.28,14.64
2019,1,9,14,87.19,1.39,262.6,13.41,527.5,14.78
2019,1,9,15,87.14,1.05,262.3,15.26,364.85,14.32
2019,1,9,16,87.13,0.87,221.7,30.68,167.15,11.61
2019,1,9,17,87.14,1.44,215.1,28.78,11.38,8.28
2019,1,9,18,87.17,1.79,234.5,32.48,0.0,6.39
2019,1,9,19,87.18,2.09,259.0,36.04,0.0,5.02
2019,1,9,20,87.19,2.37,283.4,38.94,0.0,3.98
2019,1,9,21,87.18,2.56,304.2,41.84,0.0,3.21
2019,1,9,22,87.14,2.69,320.9,44.58,0.0,2.61
2019,1,9,23,87.09,2.83,332.6,47.34,0.0,1.94
2019,1,10,0,87.05,2.94,338.9,50.41,0.0,1.23
2019,1,10,1,87.02,3.03,342.1,52.99,0.0,0.59
2019,1,10,2,86.98,3.17,342.9,55.11,0.0,-0.06
2019,1,10,3,86.94,3.39,343.2,56.39,0.0,-0.65
2019,1,10,4,86.9,3.59,344.1,55.47,0.0,-0.93
2019,1,10,5,86.89,3.67,345.2,53.06,0.0,-1.0
2019,1,10,6,86.91,3.74,345.3,51.18,0.0,-1.02
2019,1,10,7,86.95,3.75,343.6,48.95,24.02,-0.42
2019,1,10,8,86.99,3.63,341.2,39.24,204.62,4.27
2019,1,10,9,87.03,4.32,339.7,27.81,398.52,8.1
2019,1,10,10,87.02,2.8,349.1,19.78,551.4,11.65
2019,1,10,11,86.97,1.4,4.9,15.24,640.15,13.78
2019,1,10,12,86.89,0.98,350.6,14.44,671.17,14.69
2019,1,10,13,86.83,1.03,335.9,14.74,632.83,15.14
2019,1,10,14,86.79,1.22,332.6,15.65,529.78,15.12
2019,1,10,15,86.78,1.35,336.5,18.08,366.33,14.55
2019,1,10,16,86.79,0.72,340.6,38.51,168.93,11.48
2019,1,10,17,86.82,1.01,340.3,38.82,12.12,8.0
2019,1,10,18,86.87,1.69,339.2,39.56,0.0,6.93
2019,1,10,19,86.91,2.59,342.0,42.82,0.0,5.89
2019,1,10,20,86.95,3.32,344.8,50.81,0.0,3.99
2019,1,10,21,86.98,3.58,346.6,58.33,0.0,2.51
2019,1,10,22,86.98,3.58,345.5,64.52,0.0,1.55
2019,1,10,23,86.96,3.61,341.1,68.89,0.0,0.81
2019,1,11,0,86.93,3.79,337.8,70.34,0.0,0.3
2019,1,11,1,86.93,3.99,339.6,69.84,0.0,0.0
2019,1,11,2,86.94,4.16,343.8,68.59,0.0,-0.18
2019,1,11,3,86.93,4.2,346.8,67.79,0.0,-0.33
2019,1,11,4,86.92,4.12,347.4,67.91,0.0,-0.52
2019,1,11,5,86.96,3.99,346.1,68.83,0.0,-0.72
2019,1,11,6,87.01,3.87,344.3,69.66,0.0,-0.9
2019,1,11,7,87.07,3.66,344.1,67.61,23.25,-0.32
2019,1,11,8,87.15,4.11,349.9,53.96,199.07,4.05
2019,1,11,9,87.24,3.78,359.8,42.72,390.9,7.57
2019,1,11,10,87.28,2.86,4.8,33.82,543.42,10.95
2019,1,11,11,87.24,1.74,349.7,27.32,639.85,13.14
2019,1,11,12,87.17,0.97,305.8,22.92,662.7,14.64
2019,1,11,13,87.14,0.97,250.8,20.64,629.28,15.5
2019,1,11,14,87.14,1.34,223.5,19.89,523.28,15.72
2019,1,11,15,87.15,1.75,213.3,20.97,363.9,15.2
2019,1,11,16,87.2,1.61,199.2,32.67,169.43,12.92
2019,1,11,17,87.27,2.07,190.6,37.3,12.77,9.34
2019,1,11,18,87.35,2.17,195.5,42.3,0.0,7.64
2019,1,11,19,87.43,1.92,206.6,46.78,0.0,6.46
2019,1,11,20,87.49,1.44,222.5,48.43,0.0,5.88
2019,1,11,21,87.53,0.82,232.4,47.63,0.0,5.99
2019,1,11,22,87.54,0.21,154.6,48.19,0.0,5.78
2019,1,11,23,87.54,0.87,95.9,52.09,0.0,4.66
2019,1,12,0,87.54,1.45,103.6,58.07,0.0,3.34
2019,1,12,1,87.58,1.79,114.8,64.38,0.0,2.11
2019,1,12,2,87.62,1.85,123.8,69.95,0.0,1.13
2019,1,12,3,87.62,1.65,129.6,74.4,0.0,0.4
2019,1,12,4,87.61,1.27,130.8,77.75,0.0,-0.11
2019,1,12,5,87.62,0.86,129.8,80.21,0.0,-0.45
2019,1,12,6,87.64,0.54,133.5,81.11,0.0,-0.69
2019,1,12,7,87.66,0.48,156.6,79.41,22.62,-0.54
2019,1,12,8,87.72,1.06,171.3,67.55,195.82,2.17
2019,1,12,9,87.79,3.47,191.8,57.01,388.4,4.99
2019,1,12,10,87.81,5.09,198.2,50.12,542.8,7.18
2019,1,12,11,87.75,5.35,203.7,44.06,634.2,8.86
2019,1,12,12,87.68,5.11,205.6,39.78,656.17,10.2
2019,1,12,13,87.63,4.66,203.5,36.61,624.3,11.18
2019,1,12,14,87.59,4.19,199.4,34.87,515.92,11.6
2019,1,12,15,87.57,3.87,194.8,35.06,355.9,11.38
2019,1,12,16,87.59,3.08,183.9,45.25,163.85,9.4
2019,1,12,17,87.64,3.08,180.6,58.64,12.38,5.04
2019,1,12,18,87.7,3.08,188.6,60.8,0.0,3.65
2019,1,12,19,87.75,2.98,200.4,61.91,0.0,2.73
2019,1,12,20,87.8,2.83,215.2,62.71,0.0,1.99
2019,1,12,21,87.82,2.66,230.0,62.76,0.0,1.53
2019,1,12,22,87.82,2.51,242.7,63.0,0.0,1.2
2019,1,12,23,87.8,2.36,251.2,63.09,0.0,0.99
2019,1,13,0,87.79,2.11,254.9,62.35,0.0,1.01
2019,1,13,1,87.8,1.79,255.4,61.32,0.0,1.1
2019,1,13,2,87.8,1.54,255.7,60.81,0.0,1.07
2019,1,13,3,87.78,1.39,258.0,60.77,0.0,0.88
2019,1,13,4,87.75,1.23,263.5,60.46,0.0,0.7
2019,1,13,5,87.77,1.06,273.8,60.01,0.0,0.5
2019,1,13,6,87.79,1.04,289.7,59.44,0.0,0.38
2019,1,13,7,87.82,1.11,302.8,59.49,22.0,0.58
2019,1,13,8,87.88,1.09,309.8,57.4,195.2,3.02
2019,1,13,9,87.94,1.17,279.9,41.29,387.08,6.02
2019,1,13,10,87.94,1.08,275.9,32.13,540.8,9.26
2019,1,13,11,87.87,0.66,289.5,27.92,638.78,11.29
2019,1,13,12,87.77,0.37,292.4,25.01,656.65,12.77
2019,1,13,13,87.7,0.09,296.5,23.19,628.78,13.68
2019,1,13,14,87.67,0.18,102.5,22.5,520.95,14.02
2019,1,13,15,87.64,0.48,121.4,23.27,365.2,13.68
2019,1,13,16,87.65,0.87,140.6,34.93,173.2,11.67
2019,1,13,17,87.67,1.57,158.3,37.16,14.38,8.29
2019,1,13,18,87.71,1.48,179.6,37.94,0.0,7.05
2019,1,13,19,87.76,1.32,219.5,39.06,0.0,6.2
2019,1,13,20,87.8,1.55,258.1,41.84,0.0,5.27
2019,1,13,21,87.81,1.84,278.4,44.27,0.0,4.52
2019,1,13,22,87.79,1.94,288.9,45.6,0.0,4.04
2019,1,13,23,87.75,1.96,299.1,45.91,0.0,3.83
2019,1,14,0,87.72,1.95,309.8,45.97,0.0,3.75
2019,1,14,1,87.72,1.95,318.1,46.15,0.0,3.64
2019,1,14,2,87.7,2.1,327.4,48.14,0.0,3.15
2019,1,14,3,87.66,2.34,335.3,51.17,0.0,2.39
2019,1,14,4,87.63,2.55,340.8,53.88,0.0,1.77
2019,1,14,5,87.65,2.65,344.9,55.83,0.0,1.38
2019,1,14,6,87.67,2.68,346.8,56.82,0.0,1.19
2019,1,14,7,87.69,2.6,346.4,57.36,24.65,1.57
2019,1,14,8,87.73,2.2,346.1,53.67,203.62,5.31
2019,1,14,9,87.77,2.03,347.5,36.38,398.6,9.02
2019,1,14,10,87.75,0.76,267.7,26.09,555.47,12.3
2019,1,14,11,87.68,1.53,236.7,21.56,649.0,14.13
2019,1,14,12,87.57,1.75,236.4,19.77,677.97,15.01
2019,1,14,13,87.48,1.62,239.2,18.61,644.75,15.47
2019,1,14,14,87.42,1.2,243.2,18.09,538.97,15.5
2019,1,14,15,87.38,0.75,234.8,18.6,379.02,15.06
2019,1,14,16,87.37,0.59,184.8,28.86,182.6,13.03
2019,1,14,17,87.37,1.17,168.2,28.64,16.45,10.19
2019,1,14,18,87.4,1.19,182.4,29.83,0.0,8.81
2019,1,14,19,87.42,1.11,217.0,32.55,0.0,7.47
2019,1,14,20,87.44,1.33,253.9,36.38,0.0,6.27
2019,1,14,21,87.45,1.66,276.9,39.35,0.0,5.14
2019,1,14,22,87.44,1.99,299.8,41.45,0.0,4.28
2019,1,14,23,87.4,2.24,320.3,43.01,0.0,3.69
2019,1,15,0,87.37,2.33,333.4,43.83,0.0,3.36
2019,1,15,1,87.36,2.31,342.1,44.33,0.0,3.14
2019,1,15,2,87.35,2.39,348.2,45.73,0.0,2.7
2019,1,15,3,87.3,2.57,351.0,48.27,0.0,1.99
2019,1,15,4,87.27,2.67,352.7,50.19,0.0,1.44
2019,1,15,5,87.26,2.72,355.4,51.75,0.0,1.07
2019,1,15,6,87.28,2.76,357.9,53.19,0.0,0.75
2019,1,15,7,87.29,2.72,359.2,54.22,21.25,1.04
2019,1,15,8,87.32,2.44,1.4,49.33,178.73,4.85
2019,1,15,9,87.38,1.9,13.4,34.4,328.58,7.99
2019,1,15,10,87.4,1.29,167.5,24.4,476.35,11.37
2019,1,15,11,87.35,2.62,189.2,21.33,585.83,13.01
2019,1,15,12,87.27,3.0,194.1,20.53,637.22,13.71
2019,1,15,13,87.19,2.97,196.6,20.14,605.83,14.0
2019,1,15,14,87.16,2.79,196.9,20.27,500.88,13.89
2019,1,15,15,87.13,2.56,196.3,21.29,348.4,13.33
2019,1,15,16,87.12,1.84,189.7,37.2,173.0,10.98
2019,1,15,17,87.14,2.22,183.9,40.29,15.77,7.56
2019,1,15,18,87.18,2.13,191.6,38.29,0.0,6.72
2019,1,15,19,87.22,1.86,214.5,37.01,0.0,6.39
2019,1,15,20,87.25,1.77,251.9,37.35,0.0,5.8
2019,1,15,21,87.26,1.91,286.1,39.66,0.0,4.94
2019,1,15,22,87.26,2.09,313.5,42.58,0.0,4.04
2019,1,15,23,87.24,2.32,332.8,46.36,0.0,3.17
2019,1,16,0,87.21,2.48,343.8,50.12,0.0,2.45
2019,1,16,1,87.2,2.52,350.2,53.2,0.0,1.93
2019,1,16,2,87.18,2.26,349.3,52.74,0.0,2.1
2019,1,16,3,87.14,2.22,347.5,53.35,0.0,1.88
2019,1,16,4,87.1,2.52,349.9,57.32,0.0,1.03
2019,1,16,5,87.08,2.73,352.8,60.51,0.0,0.43
2019,1,16,6,87.1,2.83,354.3,62.3,0.0,0.08
2019,1,16,7,87.12,2.8,353.4,63.07,23.95,0.41
2019,1,16,8,87.16,2.57,352.6,52.81,200.65,4.67
2019,1,16,9,87.21,1.89,357.0,37.96,394.25,7.95
2019,1,16,10,87.23,2.39,199.3,24.6,550.08,11.47
2019,1,16,11,87.17,3.85,199.3,22.04,648.55,12.81
2019,1,16,12,87.08,4.42,201.9,21.1,674.33,13.46
2019,1,16,13,87.0,4.67,204.0,20.8,640.05,13.73
2019,1,16,14,86.95,4.65,204.2,20.95,537.45,13.61
2019,1,16,15,86.92,4.41,201.3,21.94,380.17,13.03
2019,1,16,16,86.9,2.92,191.3,33.0,185.0,10.72
2019,1,16,17,86.91,3.03,180.2,43.85,17.48,6.48
2019,1,16,18,86.97,2.94,181.8,42.57,0.0,5.47
2019,1,16,19,87.02,2.48,194.3,41.57,0.0,4.96
2019,1,16,20,87.06,1.79,221.6,42.03,0.0,4.42
2019,1,16,21,87.08,1.36,270.8,42.59,0.0,3.95
2019,1,16,22,87.08,1.65,326.1,47.14,0.0,3.02
2019,1,16,23,87.04,2.33,352.6,54.73,0.0,1.87
2019,1,17,0,86.99,2.87,2.6,62.81,0.0,0.83
2019,1,17,1,86.96,3.15,5.3,73.62,0.0,-0.13
2019,1,17,2,86.93,3.3,4.3,84.84,0.0,-0.8
2019,1,17,3,86.9,3.19,2.9,91.55,0.0,-1.05
2019,1,17,4,86.88,3.21,0.9,97.12,0.0,-1.41
2019,1,17,5,86.89,3.23,2.0,100.0,0.0,-1.73
2019,1,17,6,86.93,3.17,2.2,100.0,0.0,-1.85
2019,1,17,7,86.97,3.28,1.2,97.93,23.12,-0.91
2019,1,17,8,87.02,3.98,3.0,78.11,197.15,2.62
2019,1,17,9,87.07,3.26,18.0,61.87,390.08,5.95
2019,1,17,10,87.1,1.27,63.8,42.85,547.05,8.95
2019,1,17,11,87.05,1.85,182.8,33.25,645.9,10.73
